29,2022-12-10 19:22,BASEMENT SUITE,https://abbotsford.craigslist.org/apa/d/abbotsford-east-basement-suite/7567022139.html,Abbotsford East,3,1500.0,1700
30,2022-12-10 18:22,"House for rent, available on December 30, 2022",https://abbotsford.craigslist.org/apa/d/mission-house-for-rent-available-on/7567011102.html,Mission,5,2500.0,3200
31,2022-12-08 20:25,"House for rent, available on December 30, 2022",https://abbotsford.craigslist.org/apa/d/mission-house-for-rent-available-on/7566302254.html,Mission,5,2500.0,3200
32,2022-12-10 17:56,3 Bedroom 1 Bath Entire Upper Level Home Close All Amenities,https://abbotsford.craigslist.org/apa/d/chilliwack-central-bedroom-bath-entire/7564417329.html,Downtown Chilliwack,3,2100.0,2500
33,2022-12-10 17:56,Brand New 2 Bedroom + 2 Bathroom + Den Penthouse Unit in Langley Willo,https://abbotsford.craigslist.org/apa/d/langley-brand-new-bedroom-bathroom-den/7567004001.html,Langley,2,973.0,2700
34,2022-12-10 17:26,Surrey/Langley 3 bedrooms townhomes for rent,https://abbotsford.craigslist.org/apa/d/surrey-surrey-langley-bedrooms/7566999305.html,Surrey/Langley,3,1500.0,2900
35,2022-12-10 17:20,Prosprise Realty* 6 bed 3 bath entire house for rent! Ref# 4641B,https://abbotsford.craigslist.org/apa/d/abbotsford-west-prosprise-realty-bed/7563224891.html,Abbotsford,6,3500.0,3800
36,2022-12-10 16:43,2 bed 1 bath for rent,https://abbotsford.craigslist.org/apa/d/abbotsford-southwest-bed-bath-for-rent/7566988632.html,Abbotsford,2,1100.0,1500
37,2022-12-10 16:38,2 BEDROOM  WHOLE HOUSE CULTUS LAKE,https://abbotsford.craigslist.org/apa/d/cultus-lake-bedroom-whole-house-cultus/7561331037.html,CULTUS LAKE CHILLIWACK😃,2,,2000
38,2022-12-10 16:37,2 BEDROOM  WHOLE HOUSE CULTUS LAKE,https://abbotsford.craigslist.org/apa/d/cultus-lake-bedroom-whole-house-cultus/7565307880.html,CULTUS LAKE CHILLIWACK😃,2,,2000
39,2022-12-10 16:37,2 BEDROOM  WHOLE HOUSE NEW PAINT JOB. CULTUS LAKE,https://abbotsford.craigslist.org/apa/d/cultus-lake-bedroom-whole-house-new/7561306785.html,CULTUS LAKE CHILLIWACK😃,2,,2000
40,2022-12-10 16:18,2 Bedroom Suite,https://abbotsford.craigslist.org/apa/d/mission-bedroom-suite/7566982049.html,"Mission, BC",2,,1500
41,2022-12-10 16:11,3 bed room house with tree house/big yard,https://abbotsford.craigslist.org/apa/d/abbotsford-bed-room-house-with-tree/7566980081.html,ABBOTSFORD,3,,2450
42,2022-12-10 15:50,"Corner 2 bdrm Apartment w/Washer/Dryer in Unit, Parking included!",https://abbotsford.craigslist.org/apa/d/chilliwack-corner-bdrm-apartment-washer/7563979029.html,Chilliwack,2,750.0,1450
43,2022-12-10 15:36,2 Bedroom Basement Suite - Sandy Hill Neighbourhood,https://abbotsford.craigslist.org/apa/d/abbotsford-bedroom-basement-suite-sandy/7566970572.html,Abbotsford,2,800.0,1500
44,2022-12-10 15:30,Abbotsford Home!,https://abbotsford.craigslist.org/apa/d/abbotsford-abbotsford-home/7563142537.html,alderview,5,,2950
45,2022-12-10 13:54,5 Bedroom 3 BathroomFull House for Rent In Mission,https://abbotsford.craigslist.org/apa/d/mission-bedroom-bathroomfull-house-for/7566936719.html,"Mission , Bc",5,2200.0,3500
46,2022-12-10 13:38,Original 3 bedroom Character Home on 3.6 Acres!(Read Carfeully),https://abbotsford.craigslist.org/apa/d/maple-ridge-original-bedroom-character/7565741601.html,Maple Ridge,3,1100.0,2500
47,2022-12-10 13:33,Large 1 bedroom above ground basement suite,https://abbotsford.craigslist.org/apa/d/maple-ridge-east-large-bedroom-above/7563105144.html,Maple Ridge,1,,1400
48,2022-12-10 13:15,"BACHELOR suite, top 4th floor, residential Clearbrook",https://abbotsford.craigslist.org/apa/d/abbotsford-bachelor-suite-top-4th-floor/7555994257.html,abbotsford,1,500.0,1100
49,2022-12-10 13:00,"BACHELOR suite, top 4th floor with heating & hot water included",https://abbotsford.craigslist.org/apa/d/abbotsford-bachelor-suite-top-4th-floor/7559624518.html,abbotsford,1,500.0,1100
50,2022-12-10 13:00,4 bedroom House with double garage,https://abbotsford.craigslist.org/apa/d/langley-city-bedroom-house-with-double/7566914731.html,Langley,4,2500.0,3600
51,2022-12-10 12:04,2 bed / 1 bath 1000sqft Basement suite,https://abbotsford.craigslist.org/apa/d/langley-bed-bath-1000sqft-basement-suite/7566890279.html,Langley,2,1000.0,1900
52,2022-12-10 12:02,Brand new 1b1b basement suite in Silver Valley,https://abbotsford.craigslist.org/apa/d/maple-ridge-northwest-brand-new-1b1b/7561481391.html,"Maple Ridge, Silver Valley",1,640.0,1500
53,2022-12-10 11:56,"Bright, neat studio Langley City",https://abbotsford.craigslist.org/apa/d/langley-city-bright-neat-studio-langley/7566887891.html,Langley City,,450.0,1600
54,2022-12-10 11:44,UPPER LEVEL HOUSE FOR RENT 1795,https://abbotsford.craigslist.org/apa/d/abbotsford-southwest-upper-level-house/7566882789.html,Abbotsford,3,,1795
55,2022-12-10 11:25,House for rent 4 bedroom and 2 bathrooms. $2800,https://abbotsford.craigslist.org/apa/d/abbotsford-house-for-rent-bedroom-and/7566874190.html,abbotsford,4,,2800
56,2022-12-10 11:18,BRAND NEW ARCHER GREEN TOWNHOUSE,https://abbotsford.craigslist.org/apa/d/mission-brand-new-archer-green-townhouse/7564957701.html,Mission,3,1300.0,3000
57,2022-12-10 10:31,1 bed 1 bath suite for rent,https://abbotsford.craigslist.org/apa/d/abbotsford-bed-bath-suite-for-rent/7566849502.html,Lefeuvre rd / Fraser hwy west Abbotsford/ Aldergrove,1,850.0,1250
58,2022-12-10 10:28,Heritage Style Cottage for Rent on Acreage!,https://abbotsford.craigslist.org/apa/d/maple-ridge-heritage-style-cottage-for/7558674956.html,Maple Ridge/Golden Ears Park,2,1400.0,2600
59,2022-12-10 10:13,Carriage suite for rent,https://abbotsford.craigslist.org/apa/d/abbotsford-carriage-suite-for-rent/7560700117.html,Matsqui,1,1150.0,1500
60,2022-12-10 09:57,4 Bedroom house,https://abbotsford.craigslist.org/apa/d/abbotsford-bedroom-house/7566833472.html,Yarrow,4,,2200
61,2022-12-10 09:37,Updated 2 Bedroom Corner unit Condo - RENTDAN,https://abbotsford.craigslist.org/apa/d/abbotsford-updated-bedroom-corner-unit/7565714406.html,Abbotsford,2,,1800
62,2022-12-10 09:37,2 Bedroom Condo Near Downtown Abbotsford! - RENTDAN,https://abbotsford.craigslist.org/apa/d/abbotsford-bedroom-condo-near-downtown/7565724249.html,Abbotsford,2,,1850
63,2022-12-10 09:37,Top Floor 1 Bedroom Condo In Chilliwack,https://abbotsford.craigslist.org/apa/d/chilliwack-top-floor-bedroom-condo-in/7558267324.html,Chilliwack,1,,1375
64,2022-12-10 09:37,Brand New 2 Bedroom Basement Suite including utilities!,https://abbotsford.craigslist.org/apa/d/chilliwack-brand-new-bedroom-basement/7557465584.html,East Chilliwack,2,,1500
65,2022-12-10 09:37,Upper floor of Cloverdale Townhouse - RENTDAN,https://abbotsford.craigslist.org/apa/d/surrey-upper-floor-of-cloverdale/7560089868.html,Cloverdale,3,,1800
66,2022-12-10 09:37,Newmark Top Floor One Bedroom Condo - RENTDAN,https://abbotsford.craigslist.org/apa/d/chilliwack-newmark-top-floor-one/7560341732.html,Chilliwack,1,,1400
67,2022-12-10 09:37,Brand New Chilliwack Basement Suite - RENTDAN,https://abbotsford.craigslist.org/apa/d/chilliwack-brand-new-chilliwack/7560346230.html,Chilliwack,2,,1800
68,2022-12-10 09:37,Central 3 Bedroom Upper Floor - RENTDAN,https://abbotsford.craigslist.org/apa/d/abbotsford-central-bedroom-upper-floor/7565725648.html,Abbotsford,3,,2200
69,2022-12-10 09:37,2 Bedroom Condo in Court West - RENTDAN,https://abbotsford.craigslist.org/apa/d/abbotsford-bedroom-condo-in-court-west/7565725980.html,Abbotsford,2,,1950
70,2022-12-10 09:36,Updated Triplex End unit - RENTDAN,https://abbotsford.craigslist.org/apa/d/abbotsford-updated-triplex-end-unit/7565727501.html,Abbotsford,2,,1800
71,2022-12-10 09:36,Spacious West Abbotsford Lower Suite - RENTDAN,https://abbotsford.craigslist.org/apa/d/abbotsford-spacious-west-abbotsford/7565725199.html,West Abbotsford,2,,1500
72,2022-12-10 09:36,1 Bedroom + Den In Old Yale heights - RENTDAN,https://abbotsford.craigslist.org/apa/d/abbotsford-bedroom-den-in-old-yale/7565841566.html,Abbotsford,1,,1575
73,2022-12-10 09:33,Beautiful East Abbotsford 5 bdrm House for Rent,https://abbotsford.craigslist.org/apa/d/abbotsford-beautiful-east-abbotsford/7564002948.html,Abbotsford,5,2450.0,3695
74,2022-12-10 09:26,Centrally located Bright Top floor 1 Bedroom and Den,https://abbotsford.craigslist.org/apa/d/chilliwack-west-centrally-located/7566818913.html,Chilliwack,2,690.0,1500
75,2022-12-10 09:11,Pet Friendly 3 Bed 2 Bath Well Maintained Ranch House,https://abbotsford.craigslist.org/apa/d/langley-city-pet-friendly-bed-bath-well/7562506472.html,Langley Township,3,1751.0,4495
76,2022-12-10 09:11,3 Bed Furnished House with Private Garden,https://abbotsford.craigslist.org/apa/d/langley-township-east-bed-furnished/7560815740.html,Langley Township,3,1250.0,3995
77,2022-12-10 09:11,"Historic 4 Bedroom, 4.5 Bathroom Estate with 2.35 Acres of Land",https://abbotsford.craigslist.org/apa/d/abbotsford-east-historic-bedroom-45/7562506263.html,"South Sumas, Abbotsford",4,6000.0,9995
78,2022-12-10 08:39,3 Bed 2.5 Bath Langley Townhouse,https://abbotsford.craigslist.org/apa/d/langley-bed-25-bath-langley-townhouse/7566797918.html,Langley,3,1700.0,3300
79,2022-12-10 08:23,Townhouse For Rent,https://abbotsford.craigslist.org/apa/d/langley-townhouse-for-rent/7565922760.html,Murrayville Langley,3,1700.0,3300
80,2022-12-10 08:18,Bachelor Suite fully renovated!,https://abbotsford.craigslist.org/apa/d/langley-city-bachelor-suite-fully/7564028959.html,Brookswood,,,1200
81,2022-12-10 08:17,3 bedroom & 2 Bathroom Duplex,https://abbotsford.craigslist.org/apa/d/langley-city-bedroom-bathroom-duplex/7564030793.html,Brookswood,3,,2600
82,2022-12-10 07:26,A full house to rent in Chilliwack with a beautifully landscaped front,https://abbotsford.craigslist.org/apa/d/chilliwack-full-house-to-rent-in/7558717413.html,"Chilliwack, Sardis",4,1900.0,2700
83,2022-12-10 02:21,Beautiful 2 Story,https://abbotsford.craigslist.org/apa/d/mission-east-beautiful-story/7563721529.html,Mission,3,2050.0,2890
84,2022-12-10 02:21,Beautiful 2 Story,https://abbotsford.craigslist.org/apa/d/mission-east-beautiful-story/7562010760.html,Mission,3,2050.0,2890
85,2022-12-10 00:12,4BR house near Heritage park,https://abbotsford.craigslist.org/apa/d/mission-4br-house-near-heritage-park/7566707543.html,Mission,4,1600.0,3100
86,2022-12-10 00:06,"2 Bedroom Suite w/ Laundry and Greenbelt, Newer Home",https://abbotsford.craigslist.org/apa/d/abbotsford-bedroom-suite-laundry-and/7563255489.html,Sumas Mountain Abbotsford Carl Creek Auguston,2,850.0,1400
87,2022-12-09 23:50,"2 bedrooms, 2 bathroom suite in Langley for rent",https://abbotsford.craigslist.org/apa/d/langley-township-southwest-bedrooms/7566706245.html,Langley,2,1100.0,2500
88,2022-12-09 22:59,Recently Upgraded Chilliwack Deans Ave Upper Part 4 Beds 2 Bath,https://abbotsford.craigslist.org/apa/d/chilliwack-recently-upgraded-chilliwack/7556512446.html,Chilliwack,4,,2300
89,2022-12-09 22:59,Chilliwack Center Harrison St Cozy Rancher 3 beds 1 bath,https://abbotsford.craigslist.org/apa/d/chilliwack-chilliwack-center-harrison/7556515322.html,Chilliwack,3,,2000
90,2022-12-09 22:58,Chilliwack Mary St Newly Renovated 1 Bed 1 Bath Furnished Apartment,https://abbotsford.craigslist.org/apa/d/chilliwack-chilliwack-mary-st-newly/7563713436.html,Chilliwack,1,,2000
91,2022-12-09 22:58,Sardis Watson Road One Bed One Bath Condo for Rent,https://abbotsford.craigslist.org/apa/d/chilliwack-sardis-watson-road-one-bed/7562858589.html,Sardis,1,764.0,1300
92,2022-12-09 22:04,"2 Bed, 2 Bath, In-suite Laundry, Fireplace, Parking, and Pet Friendly",https://abbotsford.craigslist.org/apa/d/langley-city-bed-bath-in-suite-laundry/7562547761.html,"20200 56 Avenue, Langley",2,804.0,2395
93,2022-12-09 22:01,"Full House:4 bdrms,2 Bath,Family room,2rec rooms,living room,Kitchen",https://abbotsford.craigslist.org/apa/d/abbotsford-full-house4-bdrms2/7566696511.html,"34594 Devon Crescent, Abbotsford",4,2345.0,3000
94,2022-12-09 21:26,Housing Society Application,https://abbotsford.craigslist.org/apa/d/abbotsford-housing-society-application/7566686581.html,Abbotsford,2,960.0,350
95,2022-12-09 21:14,Large Townhome! 55+ Community near Mill Lake!,https://abbotsford.craigslist.org/apa/d/abbotsford-large-townhome-55-community/7558296356.html,Abbotsford,2,2278.0,2500
96,2022-12-09 21:13,3 Bed 2 Bath Townhome for Rent in Abbotsford - Kinfield #34,https://abbotsford.craigslist.org/apa/d/abbotsford-bed-bath-townhome-for-rent/7563127597.html,Abbotsford,3,1274.0,2795
97,2022-12-09 21:11,1 bedroom condo in Garrison Crossing for rent,https://abbotsford.craigslist.org/apa/d/chilliwack-west-bedroom-condo-in/7565929105.html,Garrison Crossing (Sardis/Chilliwack,1,512.0,1499
98,2022-12-09 21:09,Thrid Floor 1 bedroom condo in Garrison Crossing for rent,https://abbotsford.craigslist.org/apa/d/cultus-lake-thrid-floor-bedroom-condo/7565927079.html,Garrison Crossing (Sardis/Chilliwack,1,572.0,1545
99,2022-12-09 20:52,Whole House with Finished Basement @ Willoughby Heights,https://abbotsford.craigslist.org/apa/d/langley-whole-house-with-finished/7564023843.html,Langley,4,3047.0,4000
100,2022-12-09 20:45,Great Big Ranch House for Rent in Langley Willoughby Heights,https://abbotsford.craigslist.org/apa/d/langley-great-big-ranch-house-for-rent/7563647710.html,20609 73A AVENUE,4,2267.0,3800
101,2022-12-09 20:08,2 bed room suite in Brookswood,https://abbotsford.craigslist.org/apa/d/langley-city-bed-room-suite-in/7566680723.html,Langley,2,900.0,1800
102,2022-12-09 19:52,2 bedroom basement suite,https://abbotsford.craigslist.org/apa/d/rosedale-bedroom-basement-suite/7557521768.html,Chilliwack,2,1000.0,1600
103,2022-12-09 19:52,3 Bedroom 1 Bathroom House with Workshop,https://abbotsford.craigslist.org/apa/d/chilliwack-bedroom-bathroom-house-with/7556007365.html,Chilliwack,3,1500.0,2700
104,2022-12-09 19:52,2 Bedroom - 1 Den w/ Closet - 1.5 Bathroom - Basement Suite,https://abbotsford.craigslist.org/apa/d/chilliwack-bedroom-den-closet-15/7563310819.html,Chilliwack,2,1150.0,2000
105,2022-12-09 18:20,"2 bdrm suite in Murrayville, Langley",https://abbotsford.craigslist.org/apa/d/langley-city-bdrm-suite-in-murrayville/7556047042.html,Langley City,2,900.0,2100
106,2022-12-09 18:16,"2 bedroom 2 bath, 2 parking condo near Cottonwood Mall",https://abbotsford.craigslist.org/apa/d/chilliwack-bedroom-bath-parking-condo/7566658535.html,Chilliwack,2,875.0,1850
107,2022-12-09 18:01,Pet friendly Townhouse at Sun At 72 19477 72A Ave,https://abbotsford.craigslist.org/apa/d/surrey-pet-friendly-townhouse-at-sun-at/7566654810.html,Cloverdale,4,1500.0,3600
108,2022-12-09 17:49,Lower level suite in House at at 5483 188 St - insuite laundry,https://abbotsford.craigslist.org/apa/d/surrey-lower-level-suite-in-house-at-at/7566651956.html,Cloverdale,2,1000.0,1850
109,2022-12-09 16:55,Penthouse for Rent,https://abbotsford.craigslist.org/apa/d/abbotsford-penthouse-for-rent/7566636620.html,Abbotsford,2,,2300
110,2022-12-09 16:54,"Brand New 1-Bed, 1-Bath Apartment for Rent | Lincoln Living",https://abbotsford.craigslist.org/apa/d/langley-brand-new-bed-bath-apartment/7560484568.html,Langley City,1,,1950
111,2022-12-09 16:36,4000+ square feet single house for rent in Mission,https://abbotsford.craigslist.org/apa/d/mission-4000-square-feet-single-house/7566631053.html,Mission,5,4132.0,3700
112,2022-12-09 16:10,New 2 Bed 1 Den 2 bath Two parking stalls & Two storage lockers,https://abbotsford.craigslist.org/apa/d/langley-city-new-bed-den-bath-two/7565821630.html,"Langley,BC near Willowbrook Mall",3,900.0,2950
113,2022-12-09 16:00,4 bedroom 3 bath steps from willowbrook mall,https://abbotsford.craigslist.org/apa/d/surrey-bedroom-bath-steps-from/7566617572.html,Surrey,4,2000.0,3500
114,2022-12-09 16:00,4 bedroom 3 bath steps from willowbrook mall,https://abbotsford.craigslist.org/apa/d/surrey-bedroom-bath-steps-from/7566617572.html,Surrey,4,2000.0,3500
115,2022-12-09 15:33,Great Big Ranch House for Rent in Langley Willoughby Heights,https://abbotsford.craigslist.org/apa/d/langley-great-big-ranch-house-for-rent/7566610959.html,Langley,4,2267.0,3800
116,2022-12-09 15:20,Large Family house for rent,https://abbotsford.craigslist.org/apa/d/maple-ridge-large-family-house-for-rent/7566606851.html,Maple Ridge,4,1530.0,2600
117,2022-12-09 14:56,pet friendly 2 bedroom basement suite,https://abbotsford.craigslist.org/apa/d/maple-ridge-pet-friendly-bedroom/7566597914.html,Maple Ridge,2,878.0,1800
118,2022-12-09 14:49,2bed 1bath apartment in DT Mission,https://abbotsford.craigslist.org/apa/d/mission-2bed-1bath-apartment-in-dt/7564411247.html,Mission,2,750.0,1500
119,2022-12-09 14:49,Newly Renovated 3 bed & 1bath Ground Level,https://abbotsford.craigslist.org/apa/d/mission-newly-renovated-bed-1bath/7560203381.html,Mission,3,1120.0,1600
120,2022-12-09 14:49,Newly Renovated 2 bed & 1 bathUpper Level,https://abbotsford.craigslist.org/apa/d/mission-newly-renovated-bed-bathupper/7560205002.html,Mission,2,1120.0,1800
121,2022-12-09 14:49,Main part of house 5 bed den 3 bath 3500 sf fenced yard XL drive way,https://abbotsford.craigslist.org/apa/d/langley-main-part-of-house-bed-den-bath/7564431107.html,"Walnut Grove, Langley",5,3500.0,4000
122,2022-12-09 14:49,Brand New Union Townhome 3 Bed + 2.5 Bath + Den + A/C,https://abbotsford.craigslist.org/apa/d/langley-brand-new-union-townhome-bed-25/7560138145.html,Langley,4,1679.0,3350
123,2022-12-09 14:49,House with Suite 7+ bedroom + 5.5 bath over 5000+ sf with large yard,https://abbotsford.craigslist.org/apa/d/langley-house-with-suite-bedroom-55/7564429973.html,"Walnut Grove, Langley",7,5000.0,6000
124,2022-12-09 14:48,5beds &2 baths single house for rent,https://abbotsford.craigslist.org/apa/d/mission-5beds-baths-single-house-for/7557396672.html,Mission,5,2240.0,3000
125,2022-12-09 14:44,Newly painted2 beds 1 bathroom  ground floor,https://abbotsford.craigslist.org/apa/d/maple-ridge-newly-painted2-beds/7565372954.html,maple ridge,2,845.0,1750
126,2022-12-09 14:43,2 BEDROOM BASEMENT SUITE PETS OK UTILITIES AND INTERNET INCLUDED Jan 1,https://abbotsford.craigslist.org/apa/d/hope-bedroom-basement-suite-pets-ok/7561817629.html,"HOPE, BC KAWKAWA LAKE",2,800.0,1650
127,2022-12-09 14:03,A/C Apartment at Gala by Essence 20356 72B Ave,https://abbotsford.craigslist.org/apa/d/langley-c-apartment-at-gala-by-essence/7561346460.html,East Clayton,2,860.0,2500
128,2022-12-09 13:51,Luxury Loft 1 bed + Den,https://abbotsford.craigslist.org/apa/d/abbotsford-southeast-luxury-loft-bed-den/7561022887.html,Abbotsford,1,900.0,1850
129,2022-12-09 13:51,Surrey central KGH one bedroom,https://abbotsford.craigslist.org/apa/d/surrey-surrey-central-kgh-one-bedroom/7562424053.html,Surrey,1,500.0,1750
130,2022-12-09 13:37,Beautiful Suite,https://abbotsford.craigslist.org/apa/d/chilliwack-beautiful-suite/7566568637.html,Sardis,1,675.0,1550
131,2022-12-09 13:29,New Bright Beautiful Spacious 2 Bedroom,https://abbotsford.craigslist.org/apa/d/langley-city-new-bright-beautiful/7559705633.html,Langley,2,850.0,2900
132,2022-12-09 13:28,Beautifully Designed Furnished Condo in Chilliwack,https://abbotsford.craigslist.org/apa/d/chilliwack-beautifully-designed/7566564753.html,Chilliwack,1,800.0,2695
133,2022-12-09 13:12,1 bedroom/bath,https://abbotsford.craigslist.org/apa/d/chilliwack-bedroom-bath/7566557684.html,Sardis,1,,1400
134,2022-12-09 13:08,2 Bed Bedroom BONUS DEN,https://abbotsford.craigslist.org/apa/d/abbotsford-bed-bedroom-bonus-den/7566555907.html,Abbotsford,2,1100.0,2250
135,2022-12-09 13:05,Basement for rent,https://abbotsford.craigslist.org/apa/d/langley-township-east-basement-for-rent/7566554604.html,Aldergrove,1,650.0,1150
136,2022-12-09 12:46,"$1,950 / 1br plus Den – 730 ft² Brand New ERA Executive Flat",https://abbotsford.craigslist.org/apa/d/maple-ridge-br-plus-den-730-ft-brand/7566546458.html,Maple Ridge,1,730.0,1950
137,2022-12-09 12:36,2 bedroom BSMT for rent,https://abbotsford.craigslist.org/apa/d/abbotsford-southeast-bedroom-bsmt-for/7566542440.html,Abbotsford,2,1000.0,1600
138,2022-12-09 12:12,UPPER LEVEL HOUSE FIR RENT,https://abbotsford.craigslist.org/apa/d/abbotsford-southwest-upper-level-house/7566531617.html,Abbotsford,3,,1795
139,2022-12-09 12:09,One Bedroom condo,https://abbotsford.craigslist.org/apa/d/abbotsford-southwest-one-bedroom-condo/7565536805.html,Abbotsford,1,,1550
140,2022-12-09 12:06,2 BED 1 BATH Legal Basement Suite in Langley,https://abbotsford.craigslist.org/apa/d/langley-bed-bath-legal-basement-suite/7566528752.html,Langley,2,1200.0,2000
141,2022-12-09 11:44,4 Bdrm Brand New Unique Townhouse,https://abbotsford.craigslist.org/apa/d/langley-bdrm-brand-new-unique-townhouse/7566518658.html,Langley,4,1609.0,3500
142,2022-12-09 11:39,2 Beds 1 Bath Apartment,https://abbotsford.craigslist.org/apa/d/abbotsford-beds-bath-apartment/7566516293.html,Abbotsford,2,,1749
143,2022-12-09 11:33,Cozy Two Bedroom in Beautiful Chilliwack,https://abbotsford.craigslist.org/apa/d/chilliwack-cozy-two-bedroom-in/7566513717.html,Chilliwack,2,800.0,2995
